month;GPR;GPRT;GPRA;GPRH;GPRHT;GPRHA;SHARE_GPR;N10;SHARE_GPRH;N3H;GPRH_NOEW;GPR_NOEW;GPRH_AND;GPR_AND;GPRH_BASIC;GPR_BASIC;SHAREH_CAT_1;SHAREH_CAT_2;SHAREH_CAT_3;SHAREH_CAT_4;SHAREH_CAT_5;SHAREH_CAT_6;SHAREH_CAT_7;SHAREH_CAT_8;GPRC_ARG;GPRC_AUS;GPRC_BEL;GPRC_BRA;GPRC_CAN;GPRC_CHE;GPRC_CHL;GPRC_CHN;GPRC_COL;GPRC_DEU;GPRC_DNK;GPRC_EGY;GPRC_ESP;GPRC_FIN;GPRC_FRA;GPRC_GBR;GPRC_HKG;GPRC_HUN;GPRC_IDN;GPRC_IND;GPRC_ISR;GPRC_ITA;GPRC_JPN;GPRC_KOR;GPRC_MEX;GPRC_MYS;GPRC_NLD;GPRC_NOR;GPRC_PER;GPRC_PHL;GPRC_POL;GPRC_PRT;GPRC_RUS;GPRC_SAU;GPRC_SWE;GPRC_THA;GPRC_TUN;GPRC_TUR;GPRC_TWN;GPRC_UKR;GPRC_USA;GPRC_VEN;GPRC_VNM;GPRC_ZAF;GPRHC_ARG;GPRHC_AUS;GPRHC_BEL;GPRHC_BRA;GPRHC_CAN;GPRHC_CHE;GPRHC_CHL;GPRHC_CHN;GPRHC_COL;GPRHC_DEU;GPRHC_DNK;GPRHC_EGY;GPRHC_ESP;GPRHC_FIN;GPRHC_FRA;GPRHC_GBR;GPRHC_HKG;GPRHC_HUN;GPRHC_IDN;GPRHC_IND;GPRHC_ISR;GPRHC_ITA;GPRHC_JPN;GPRHC_KOR;GPRHC_MEX;GPRHC_MYS;GPRHC_NLD;GPRHC_NOR;GPRHC_PER;GPRHC_PHL;GPRHC_POL;GPRHC_PRT;GPRHC_RUS;GPRHC_SAU;GPRHC_SWE;GPRHC_THA;GPRHC_TUN;GPRHC_TUR;GPRHC_TWN;GPRHC_UKR;GPRHC_USA;GPRHC_VEN;GPRHC_VNM;GPRHC_ZAF;var_name;var_label
01.09.1962;;;;108.88;155.92;63.53;;;3.93;11100;93.50;;98.35;;91.89;;0.73;0.25;1.62;0.77;0.05;0.41;0.75;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.22;0.05;0.13;0.19;0.13;0.04;0.09;0.59;0.08;1.05;0.02;0.14;0.11;0.04;0.61;0.86;0.06;0.08;0.14;0.41;0.12;0.19;0.28;0.24;0.19;0.01;0.19;0.07;0.11;0.05;0.13;0.10;2.04;0.02;0.06;0.07;0.11;0.07;0.16;0.02;3.64;0.12;0.28;0.05;;
01.10.1962;;;;228.14;376.59;81.80;;;8.23;11033;175.72;;140.49;;159.28;;1.31;0.51;5.16;1.98;0.03;0.73;0.78;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.26;0.10;0.12;0.57;0.38;0.10;0.24;1.18;0.10;2.01;0.05;0.53;0.31;0.08;0.92;1.92;0.08;0.20;0.12;1.05;0.09;0.49;0.30;0.35;0.40;0.03;0.15;0.15;0.21;0.09;0.41;0.04;5.33;0.19;0.18;0.05;0.06;0.88;0.05;0.03;7.92;0.28;0.30;0.08;;
01.11.1962;;;;170.66;272.57;68.68;;;6.16;10412;140.10;;114.57;;107.94;;0.88;0.32;3.08;1.96;0.02;0.56;0.75;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.17;0.16;0.14;0.26;0.23;0.23;0.18;1.69;0.01;1.16;0.06;0.28;0.08;0.02;0.67;1.31;0.12;0.09;0.13;1.45;0.05;0.17;0.14;0.21;0.13;0.03;0.09;0.03;0.05;0.06;0.23;0.10;3.60;0.12;0.10;0.12;0.00;0.20;0.07;0.00;5.84;0.12;0.33;0.08;;
01.12.1962;;;;138.23;210.64;64.02;;;4.99;8242;118.05;;114.55;;93.40;;0.70;0.18;1.83;1.74;0.05;0.58;0.64;0.16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.10;0.02;0.29;0.10;0.24;0.05;0.02;1.27;0.04;1.08;0.07;0.21;0.10;0.01;1.13;1.82;0.08;0.07;0.32;1.07;0.04;0.46;0.27;0.23;0.06;0.15;0.16;0.07;0.01;0.12;0.12;0.22;2.44;0.04;0.16;0.06;0.02;0.16;0.05;0.00;4.57;0.04;0.27;0.12;;
01.01.1963;;;;120.21;177.06;60.26;;;4.34;8348;99.29;;105.95;;85.21;;0.59;0.19;1.33;1.78;0.02;0.47;0.67;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.10;0.55;0.04;0.24;0.04;0.01;0.91;0.02;1.10;0.02;0.20;0.10;0.08;1.14;1.52;0.04;0.16;0.19;0.52;0.04;0.56;0.16;0.10;0.08;0.02;0.17;0.05;0.04;0.06;0.07;0.08;2.02;0.10;0.11;0.07;0.04;0.23;0.05;0.04;4.02;0.01;0.37;0.05;;
01.02.1963;;;;150.02;236.11;57.72;;;5.41;7262;123.66;;117.47;;98.85;;0.70;0.11;1.61;2.77;0.01;0.34;0.56;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.12;0.36;0.23;1.02;0.14;0.03;0.55;0.01;1.25;0.10;0.30;0.26;0.07;1.40;1.87;0.04;0.04;0.12;0.32;0.06;0.56;0.12;0.11;0.12;0.08;0.26;0.03;0.04;0.03;0.15;0.11;3.02;0.11;0.14;0.04;0.07;0.33;0.07;0.00;5.16;0.17;0.33;0.00;;
01.03.1963;;;;119.11;180.52;55.41;;;4.30;8099;98.24;;108.34;;75.40;;0.73;0.22;1.14;1.91;0.06;0.44;0.47;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;0.06;0.17;0.16;0.16;0.20;0.01;0.61;0.04;1.02;0.01;0.23;0.14;0.06;0.84;1.22;0.02;0.06;0.16;0.25;0.14;0.57;0.19;0.21;0.14;0.06;0.14;0.01;0.06;0.07;0.12;0.11;2.17;0.10;0.07;0.01;0.01;0.25;0.04;0.00;3.98;0.12;0.31;0.01;;
01.04.1963;;;;114.84;167.64;62.54;;;4.14;10645;95.60;;105.35;;70.49;;0.87;0.21;1.03;1.50;0.05;0.54;0.63;0.17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.10;0.17;0.06;0.42;0.08;0.10;0.56;0.06;0.90;0.02;0.29;0.17;0.04;0.77;1.37;0.02;0.03;0.09;0.39;0.16;0.38;0.12;0.08;0.08;0.06;0.11;0.03;0.05;0.06;0.26;0.07;2.07;0.08;0.03;0.18;0.01;0.08;0.01;0.03;3.98;0.10;0.46;0.03;;
01.05.1963;;;;101.79;145.38;57.86;;;3.67;11166;83.39;;100.37;;68.94;;0.62;0.24;1.09;1.22;0.02;0.39;0.52;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.05;0.13;0.10;0.47;0.05;0.06;0.46;0.10;0.57;0.02;0.28;0.02;0.02;0.73;1.18;0.04;0.03;0.15;0.25;0.23;0.27;0.14;0.13;0.07;0.09;0.16;0.04;0.04;0.04;0.13;0.08;1.33;0.09;0.02;0.04;0.02;0.11;0.04;0.00;3.45;0.07;0.34;0.03;;
01.06.1963;;;;90.51;128.23;53.52;;;3.27;10689;80.64;;102.06;;63.21;;0.55;0.14;0.71;1.23;0.02;0.38;0.54;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.07;0.10;0.03;0.09;0.07;0.02;0.63;0.02;0.71;0.02;0.21;0.06;0.07;0.63;1.09;0.03;0.07;0.07;0.24;0.09;0.36;0.15;0.07;0.03;0.03;0.07;0.02;0.01;0.04;0.09;0.08;1.44;0.06;0.06;0.04;0.01;0.07;0.05;0.02;3.06;0.15;0.30;0.13;;
01.07.1963;;;;146.55;230.37;59.32;;;5.29;9893;118.46;;115.50;;86.02;;0.75;0.46;1.03;2.72;0.03;0.55;0.52;0.20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.14;0.28;0.14;0.15;0.04;0.06;1.84;0.04;1.64;0.06;0.25;0.08;0.02;1.46;2.31;0.08;0.34;0.11;0.53;0.10;0.44;0.24;0.12;0.10;0.05;0.09;0.09;0.06;0.11;0.92;0.46;3.23;0.03;0.08;0.04;0.12;0.06;0.03;0.08;5.01;0.08;0.31;0.29;;
01.08.1963;;;;159.16;254.51;62.30;;;5.74;9736;130.88;;116.56;;85.74;;0.90;0.51;0.94;3.28;0.02;0.34;0.78;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.10;0.08;0.14;0.16;0.04;0.06;1.49;0.08;1.26;0.05;0.17;0.08;0.09;1.00;1.88;0.06;0.06;0.15;0.51;0.30;0.13;0.25;0.29;0.09;0.13;0.06;0.13;0.00;0.17;0.27;0.34;3.46;0.06;0.06;0.07;0.05;0.06;0.08;0.01;5.57;0.18;0.58;0.26;;
01.09.1963;;;;120.27;188.06;52.91;;;4.34;10718;99.52;;107.57;;60.92;;0.72;0.35;0.81;2.16;0.04;0.35;0.40;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.19;0.15;0.17;0.23;0.05;0.07;1.14;0.08;0.82;0.04;0.11;0.12;0.04;0.70;1.19;0.06;0.07;0.33;0.47;0.10;0.29;0.16;0.13;0.11;0.26;0.10;0.04;0.07;0.17;0.22;0.19;2.29;0.00;0.04;0.06;0.01;0.09;0.06;0.02;4.15;0.23;0.78;0.20;;
01.10.1963;;;;114.01;158.61;65.82;;;4.11;11014;98.94;;105.74;;60.46;;0.72;0.13;0.96;1.53;0.04;0.50;0.58;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.08;0.06;0.12;0.06;0.18;0.02;0.02;0.65;0.01;0.98;0.04;0.24;0.06;0.04;0.97;1.10;0.02;0.05;0.16;0.35;0.04;0.14;0.21;0.07;0.05;0.15;0.08;0.02;0.03;0.06;0.19;0.09;1.88;0.03;0.02;0.04;0.13;0.10;0.08;0.01;3.84;0.29;0.47;0.08;;
01.11.1963;;;;97.13;133.18;58.36;;;3.50;10816;87.56;;94.76;;62.77;;0.62;0.11;0.91;1.20;0.11;0.37;0.46;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.12;0.18;0.12;0.11;0.05;0.10;0.54;0.07;1.04;0.03;0.25;0.21;0.02;1.06;1.04;0.05;0.06;0.18;0.28;0.06;0.31;0.15;0.11;0.11;0.12;0.13;0.07;0.06;0.03;0.17;0.09;1.58;0.00;0.06;0.12;0.03;0.11;0.04;0.01;3.31;0.26;0.66;0.16;;
01.12.1963;;;;77.01;106.16;44.15;;;2.78;10835;75.43;;85.76;;59.06;;0.42;0.17;0.82;0.74;0.07;0.27;0.35;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.07;0.16;0.10;0.13;0.04;0.07;0.64;0.06;0.64;0.01;0.12;0.06;0.05;0.74;0.77;0.04;0.03;0.17;0.21;0.06;0.21;0.13;0.13;0.12;0.11;0.13;0.09;0.03;0.01;0.12;0.07;1.13;0.03;0.03;0.06;0.04;0.10;0.08;0.03;2.63;0.31;0.49;0.15;;
01.01.1964;;;;72.62;90.23;50.59;;;2.62;11795;65.87;;91.62;;53.70;;0.43;0.15;0.48;0.81;0.03;0.41;0.41;0.26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.08;0.11;0.06;0.12;0.03;0.02;0.79;0.09;0.42;0.02;0.20;0.09;0.01;0.52;0.69;0.05;0.03;0.23;0.22;0.12;0.19;0.15;0.19;0.07;0.22;0.13;0.03;0.02;0.09;0.14;0.06;0.98;0.04;0.06;0.05;0.06;0.11;0.17;0.02;2.53;0.07;0.46;0.03;;
01.02.1964;;;;79.19;100.30;56.45;;;2.86;10396;67.25;;98.14;;56.55;;0.50;0.21;0.74;0.56;0.06;0.30;0.55;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.04;0.22;0.08;0.18;0.11;0.04;0.58;0.04;0.38;0.01;0.14;0.15;0.00;0.63;0.88;0.04;0.05;0.16;0.18;0.10;0.20;0.12;0.10;0.09;0.17;0.13;0.03;0.04;0.11;0.10;0.05;0.96;0.01;0.07;0.16;0.06;0.32;0.08;0.00;2.75;0.11;0.55;0.06;;
01.03.1964;;;;76.29;98.46;49.70;;;2.75;11410;67.08;;95.06;;53.24;;0.56;0.21;0.67;0.57;0.02;0.38;0.39;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.06;0.11;0.26;0.08;0.03;0.53;0.03;0.39;0.04;0.11;0.04;0.13;0.52;0.84;0.05;0.03;0.18;0.18;0.06;0.13;0.17;0.13;0.09;0.14;0.11;0.04;0.04;0.11;0.12;0.03;0.89;0.02;0.11;0.17;0.00;0.35;0.04;0.01;2.58;0.06;0.67;0.04;;
01.04.1964;;;;70.82;90.59;49.00;;;2.55;11273;70.84;;97.74;;52.44;;0.44;0.14;0.57;0.67;0.01;0.38;0.43;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.09;0.15;0.19;0.06;0.04;0.04;0.61;0.04;0.26;0.02;0.11;0.04;0.04;0.42;0.56;0.03;0.12;0.14;0.23;0.06;0.13;0.11;0.12;0.06;0.10;0.07;0.03;0.03;0.07;0.11;0.03;0.90;0.02;0.05;0.10;0.03;0.10;0.02;0.01;2.34;0.08;0.58;0.05;;
01.05.1964;;;;72.84;79.53;62.06;;;2.63;11760;68.03;;101.70;;51.65;;0.37;0.16;0.50;0.48;0.06;0.42;0.60;0.31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.09;0.09;0.20;0.02;0.02;0.71;0.03;0.34;0.03;0.20;0.07;0.03;0.50;0.76;0.03;0.01;0.12;0.25;0.07;0.18;0.13;0.05;0.04;0.13;0.10;0.09;0.01;0.13;0.15;0.07;0.83;0.02;0.06;0.19;0.00;0.17;0.03;0.01;2.44;0.07;0.90;0.03;;
01.06.1964;;;;99.49;115.85;76.25;;;3.59;10671;81.99;;109.73;;67.27;;0.85;0.20;0.65;0.68;0.05;0.43;0.71;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.11;0.09;0.11;0.21;0.05;0.03;1.06;0.06;0.51;0.10;0.11;0.03;0.11;0.61;1.10;0.11;0.07;0.22;0.37;0.03;0.15;0.28;0.17;0.07;0.24;0.07;0.05;0.02;0.18;0.22;0.02;1.11;0.00;0.13;0.26;0.03;0.29;0.09;0.02;3.37;0.04;1.19;0.05;;
01.07.1964;;;;116.10;163.77;62.65;;;4.19;10076;91.56;;111.85;;83.17;;0.84;0.16;1.40;0.91;0.06;0.33;0.60;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.07;0.09;0.05;0.22;0.24;0.07;0.18;0.90;0.03;0.66;0.09;0.11;0.07;0.07;0.54;1.08;0.08;0.05;0.18;0.30;0.02;0.22;0.17;0.17;0.27;0.17;0.10;0.08;0.02;0.03;0.16;0.11;1.24;0.01;0.15;0.15;0.01;0.51;0.00;0.00;4.01;0.34;1.11;0.11;;
01.08.1964;;;;126.03;148.85;103.01;;;4.55;10580;106.68;;121.58;;81.36;;0.93;0.24;1.17;0.83;0.00;0.61;1.25;0.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.07;0.30;0.02;0.23;0.06;0.04;1.24;0.01;0.34;0.02;0.20;0.07;0.09;0.75;0.95;0.06;0.04;0.09;0.37;0.05;0.17;0.26;0.30;0.04;0.09;0.04;0.04;0.01;0.14;0.16;0.02;1.36;0.01;0.09;0.26;0.00;0.78;0.11;0.00;4.29;0.03;1.97;0.10;;
01.09.1964;;;;92.85;121.71;63.28;;;3.35;10599;84.32;;102.78;;68.65;;0.65;0.13;0.74;0.94;0.09;0.46;0.58;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.10;0.13;0.04;0.12;0.06;0.08;0.59;0.03;0.32;0.00;0.13;0.08;0.06;0.43;0.65;0.02;0.02;0.24;0.23;0.11;0.13;0.20;0.12;0.05;0.25;0.10;0.02;0.03;0.05;0.06;0.06;0.94;0.02;0.03;0.07;0.02;0.34;0.02;0.00;3.12;0.05;0.75;0.03;;
01.10.1964;;;;99.40;145.52;54.03;;;3.59;11044;97.24;;90.11;;62.94;;0.57;0.14;0.67;1.79;0.05;0.45;0.42;0.29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.04;0.14;0.07;0.05;0.02;0.04;1.31;0.00;0.57;0.02;0.38;0.08;0.05;0.60;0.84;0.07;0.04;0.33;0.47;0.09;0.24;0.32;0.08;0.03;0.14;0.06;0.01;0.03;0.13;0.13;0.08;1.31;0.03;0.01;0.07;0.03;0.08;0.11;0.01;3.38;0.13;0.64;0.09;;
01.11.1964;;;;84.17;109.77;57.87;;;3.04;11164;83.02;;93.99;;47.43;;0.36;0.06;0.60;1.10;0.10;0.25;0.66;0.30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.12;0.50;0.03;0.15;0.07;0.03;0.68;0.00;0.62;0.04;0.13;0.05;0.04;0.90;0.98;0.05;0.01;0.13;0.22;0.10;0.28;0.26;0.10;0.05;0.08;0.15;0.04;0.04;0.04;0.09;0.10;0.91;0.03;0.05;0.06;0.01;0.09;0.04;0.02;2.88;0.04;0.68;0.16;;
01.12.1964;;;;96.63;117.04;70.84;;;3.49;10930;80.05;;101.53;;50.22;;0.38;0.14;0.67;1.13;0.06;0.35;0.71;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.12;0.09;0.48;0.14;0.23;0.01;0.05;0.77;0.05;0.77;0.02;0.29;0.15;0.05;0.89;0.98;0.05;0.03;0.19;0.23;0.11;0.38;0.21;0.10;0.02;0.15;0.22;0.07;0.01;0.04;0.09;0.10;0.92;0.01;0.02;0.08;0.02;0.16;0.08;0.02;3.24;0.06;0.78;0.13;;
01.01.1965;;;;66.43;86.66;43.45;;;2.40;11350;64.01;;84.01;;52.37;;0.24;0.11;0.65;0.70;0.04;0.34;0.36;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.06;0.13;0.02;0.04;0.01;0.01;0.63;0.04;0.29;0.00;0.22;0.04;0.06;0.33;0.67;0.04;0.03;0.44;0.24;0.11;0.16;0.25;0.10;0.01;0.38;0.08;0.02;0.02;0.09;0.09;0.03;0.67;0.01;0.03;0.04;0.01;0.05;0.04;0.01;2.26;0.03;0.58;0.04;;
01.02.1965;;;;87.28;103.48;71.70;;;3.15;9973;72.41;;107.73;;61.88;;0.73;0.18;0.68;0.47;0.03;0.40;0.60;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.08;0.04;0.03;0.07;0.01;0.01;1.18;0.01;0.34;0.01;0.24;0.09;0.04;0.59;0.57;0.08;0.05;0.18;0.25;0.10;0.10;0.26;0.36;0.03;0.10;0.03;0.00;0.03;0.07;0.10;0.03;1.08;0.03;0.01;0.18;0.00;0.02;0.04;0.00;3.02;0.01;1.93;0.00;;
01.03.1965;;;;74.76;89.09;58.19;;;2.70;10679;66.54;;99.58;;55.66;;0.58;0.08;0.71;0.35;0.06;0.37;0.50;0.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.01;0.08;0.05;0.04;0.07;0.03;0.00;0.86;0.00;0.33;0.01;0.27;0.02;0.02;0.34;0.55;0.06;0.04;0.15;0.18;0.15;0.07;0.14;0.17;0.03;0.13;0.01;0.00;0.00;0.06;0.09;0.02;0.90;0.07;0.01;0.12;0.03;0.13;0.02;0.01;2.57;0.01;1.39;0.05;;
01.04.1965;;;;83.23;98.31;67.42;;;3.00;10825;76.30;;99.54;;65.72;;0.54;0.21;0.89;0.32;0.04;0.42;0.60;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.00;0.11;0.07;0.03;0.14;0.00;0.02;1.02;0.02;0.40;0.02;0.16;0.05;0.04;0.55;0.69;0.04;0.06;0.09;0.40;0.08;0.10;0.25;0.23;0.03;0.08;0.06;0.00;0.02;0.05;0.14;0.05;0.95;0.04;0.02;0.11;0.06;0.11;0.04;0.00;2.88;0.00;1.70;0.08;;
01.05.1965;;;;107.05;117.59;97.41;;;3.86;11290;89.76;;110.11;;67.90;;0.58;0.34;0.88;0.49;0.08;0.79;0.98;0.40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.19;0.06;0.06;0.19;0.12;0.06;0.12;0.88;0.15;0.35;0.01;0.12;0.09;0.04;0.55;0.57;0.04;0.05;0.06;0.43;0.15;0.17;0.18;0.10;0.13;0.10;0.03;0.03;0.08;0.08;0.04;0.04;1.05;0.04;0.01;0.12;0.04;0.08;0.00;0.01;3.66;0.19;1.48;0.05;;
01.06.1965;;;;96.57;98.19;92.54;;;3.48;10018;80.00;;109.52;;64.52;;0.51;0.27;0.70;0.49;0.04;0.57;0.78;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;0.12;0.05;0.26;0.06;0.05;0.03;1.04;0.01;0.34;0.01;0.28;0.05;0.06;0.58;0.59;0.10;0.00;0.08;0.25;0.10;0.18;0.19;0.27;0.05;0.06;0.02;0.01;0.03;0.05;0.09;0.02;0.89;0.03;0.04;0.17;0.03;0.05;0.06;0.00;3.34;0.05;1.96;0.03;;
01.07.1965;;;;106.21;131.97;76.65;;;3.83;10101;84.62;;111.26;;78.46;;0.57;0.10;1.34;0.61;0.05;0.38;0.73;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.21;0.04;0.08;0.10;0.07;0.03;1.04;0.00;0.51;0.00;0.14;0.02;0.03;0.51;0.71;0.01;0.04;0.07;0.20;0.09;0.18;0.23;0.38;0.05;0.05;0.05;0.00;0.01;0.00;0.06;0.01;1.14;0.03;0.06;0.09;0.00;0.04;0.02;0.00;3.62;0.02;2.48;0.04;;
01.08.1965;;;;102.50;119.14;83.06;;;3.70;10331;90.41;;120.33;;75.46;;0.41;0.18;1.11;0.62;0.02;0.52;0.72;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.09;0.15;0.05;0.11;0.14;0.02;0.04;0.99;0.04;0.56;0.00;0.18;0.05;0.02;0.42;0.57;0.09;0.02;0.17;0.36;0.11;0.16;0.27;0.24;0.04;0.15;0.08;0.01;0.07;0.07;0.06;0.04;1.06;0.08;0.04;0.14;0.00;0.07;0.01;0.01;3.48;0.05;2.00;0.02;;
01.09.1965;;;;148.63;168.94;128.18;;;5.36;9195;115.69;;133.49;;95.38;;0.88;0.33;1.38;0.82;0.10;0.95;1.13;0.70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.39;0.07;0.11;0.30;0.09;0.05;2.31;0.01;0.57;0.01;0.15;0.11;0.07;0.59;1.35;0.13;0.02;0.24;2.52;0.12;0.18;0.35;0.20;0.08;0.18;0.07;0.10;0.17;0.09;0.10;0.05;1.85;0.04;0.03;0.11;0.03;0.15;0.03;0.02;5.05;0.08;1.91;0.03;;
01.10.1965;;;;105.91;111.77;96.17;;;3.82;10051;92.36;;111.74;;69.16;;0.51;0.20;0.96;0.68;0.04;0.62;0.86;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.07;0.03;0.14;0.12;0.02;0.00;1.01;0.03;0.46;0.02;0.06;0.05;0.05;0.59;0.80;0.06;0.04;0.48;0.69;0.08;0.22;0.25;0.16;0.03;0.13;0.11;0.02;0.08;0.06;0.09;0.07;0.86;0.02;0.07;0.10;0.01;0.05;0.04;0.01;3.61;0.03;1.57;0.07;;
01.11.1965;;;;96.21;131.10;62.28;;;3.47;10373;87.13;;106.22;;77.03;;0.46;0.23;1.20;0.75;0.05;0.43;0.54;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.10;0.04;0.13;0.10;0.01;0.06;0.77;0.03;0.51;0.03;0.12;0.03;0.06;0.63;0.97;0.04;0.02;0.22;0.30;0.04;0.15;0.17;0.14;0.03;0.08;0.07;0.06;0.03;0.07;0.11;0.18;0.95;0.01;0.07;0.04;0.03;0.06;0.08;0.02;3.17;0.03;1.39;0.15;;
01.12.1965;;;;122.67;174.30;71.49;;;4.43;10485;99.26;;121.63;;106.26;;0.72;0.34;1.75;0.88;0.01;0.55;0.55;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.05;0.17;0.06;0.08;0.26;0.07;0.02;1.09;0.01;0.76;0.04;0.21;0.11;0.04;0.81;1.74;0.09;0.08;0.13;0.31;0.02;0.47;0.31;0.26;0.02;0.04;0.11;0.04;0.04;0.07;0.19;0.23;1.26;0.04;0.01;0.18;0.02;0.10;0.03;0.00;4.20;0.02;2.33;0.34;;
01.01.1966;;;;100.84;120.04;77.18;;;3.64;11821;88.77;;115.25;;80.24;;0.67;0.18;1.18;0.43;0.04;0.63;0.60;0.50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.04;0.26;0.07;0.08;0.14;0.06;0.03;1.05;0.03;0.42;0.01;0.12;0.13;0.04;0.56;0.80;0.14;0.03;0.09;0.54;0.14;0.19;0.24;0.52;0.06;0.04;0.03;0.01;0.04;0.10;0.08;0.11;0.97;0.03;0.03;0.19;0.02;0.06;0.07;0.00;3.44;0.05;2.08;0.11;;
01.02.1966;;;;110.30;133.67;83.88;;;3.98;10053;93.92;;115.54;;102.75;;0.72;0.29;1.08;0.64;0.06;0.71;0.67;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.03;0.30;0.03;0.06;0.05;0.03;0.02;1.32;0.03;0.34;0.00;0.23;0.16;0.02;0.53;0.68;0.10;0.01;0.12;0.36;0.11;0.16;0.33;0.68;0.08;0.05;0.05;0.03;0.02;0.16;0.05;0.03;0.97;0.04;0.07;0.31;0.01;0.11;0.03;0.00;3.84;0.02;2.76;0.04;;
01.03.1966;;;;84.84;112.83;53.50;;;3.06;11338;79.84;;108.47;;70.48;;0.49;0.15;0.83;0.80;0.01;0.41;0.44;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.02;0.13;0.09;0.03;0.10;0.07;0.04;1.05;0.00;0.53;0.02;0.12;0.23;0.06;0.54;0.57;0.09;0.04;0.21;0.26;0.08;0.17;0.27;0.35;0.05;0.07;0.08;0.03;0.03;0.06;0.16;0.03;0.86;0.02;0.04;0.11;0.00;0.10;0.18;0.00;2.92;0.03;1.51;0.10;;
